,Unnamed: 0,id,comment,original_comment,score,data_scale,data_source,created_at,date,day,month,is_mf,device,family,is_b2b,reason,browser,category,language,platform,provider,first_order,nb_articles,csat_presales,shipping_fees,bv_transaction,payment_method,operating_system,last_paid_channel,has_presales_contact,shipping_fees_bucket,bv_transaction_bucket,has_manodvisor_contact,themes,tags,shipment
10188,10188,307110439,I am now waiting to see if the delivery will be OK and if the product conforms to the one ordered,J'attends maintenant de voir si la livraison sera OK et si le produit conforme à celui commandé,10,NPS,Customer Effort Score,2021-08-18T10:25:07.000Z,2021-08-18,mercredi,août,False,desktop,Plomberie chauffage,False,,Firefox 78.0,Chauffage et climatisation,French,FR,Cayenne (FR),False,1,FALSE,0,"139,9",visa,Mac OS X 10.11,DIRECT_ACCESS,False,0,101 - 150,False,Product > Expectation > 0;Delivery > Quality > 0,,True
10212,10212,307112494,"Easy to buy, to see the product and the delivery if it is fulfilled within the indicated time","Fácil la compra, a ver el producto y la entrega si se cumple en el plazo indicado",9,NPS,Customer Effort Score,2021-08-18T11:15:16.000Z,2021-08-18,mercredi,août,False,phone,Electricité,False,,Chrome Mobile 92.0.4515,"Domotique, automatismes et sécurité",Spanish,ES,Qmadis (ES),True,1,FALSE,"4,95","94,62",visa,Android 11,SEM,False,1 - 5,1 - 100,False,Delivery > Timeliness > 0;Online Experience > Ease of Use > 1,,True
10342,10342,307111272,The shipping costs are almost doubled for an order of two identical products from the same supplier,Les frais de port sont pratiquement doublé pour une commande de deux produits identiques chez le même fournisseur,5,NPS,Customer Effort Score,2021-08-18T14:23:20.000Z,2021-08-18,mercredi,août,False,desktop,Plomberie chauffage,False,J’ai trouvé que les frais de port étaient trop chers | Je n’ai pas trouvé facilement les produits que je cherchais,Firefox 91.0,Chauffage et climatisation,French,FR,Besoin D'Habitat (FR),True,1,FALSE,7,"17,95",paypal,Windows 10,SHOPBOT,False,6 - 10,1 - 100,False,Delivery > Shipping Fees > -1,Detractor '- Finding Products; Detractor - Delivery Fees,True
10547,10547,307115357,The speed of delivery is at the top,La rapidité de livraison est au top,10,NPS,Customer Effort Score,2021-08-18T19:12:18.000Z,2021-08-18,mercredi,août,False,desktop,Quincaillerie,False,,Chrome 92.0.4515,Sécurité et serrurerie,French,FR,Elettro New FR (FR),True,3,FALSE,"21,49","223,85",oney3x,Windows 10,DIRECT_ACCESS,True,20 - 50,201 - 300,False,Delivery > Speed of delivery > 1,,True
10556,10556,307111341,I've been told that after the purchase I could ask for phone contact for delivery but I haven't found out how to do it.,me han dicho que despues de la compra podria pedir contacto telefonico para la entrega però no he encotrado como hacerlo,6,NPS,Customer Effort Score,2021-08-18T19:27:47.000Z,2021-08-18,mercredi,août,False,desktop,Animalerie,False,No he recibido todo el consejo que necesitaba a través del chat,Chrome 92.0.4515,Animaux de la ferme,Spanish,ES,Gemi Espagna (ES),True,3,FALSE,"25,85","248,75",visa,Windows 10,DIRECT_ACCESS,False,20 - 50,201 - 300,False,Support > Responsiveness > -1;Support > Other > 0,Detractor '- Presales Support,True
10557,10557,307110058,has not allowed me to put one shipping address and another to bill,no me ha permitido poner una dirección de envío y otra para facturar,4,NPS,Customer Effort Score,2021-08-18T19:28:10.000Z,2021-08-18,mercredi,août,False,desktop,Revêtement sol et mur,False,He tenido un problema para conectarme a mi cuenta o para registrarme,Chrome 92.0.4515,Peinture intérieure,Spanish,ES,Ferrogal (ES),True,1,FALSE,"4,5","17,94",paypal,Windows 10,DIRECT_ACCESS,False,1 - 5,1 - 100,False,Account > Address Management > -1,Detractor '- Signup/Login,True
10573,10573,307109152,"Easy to pass order, waiting for delivery","Commande facile à passer, en attente de la livraison 😉",10,NPS,Customer Effort Score,2021-08-18T19:46:09.000Z,2021-08-18,mercredi,août,False,phone,Mobilier d'intérieur,False,,Mobile Safari 14.1.1,Meuble de salle à manger ,French,FR,Life Interiors (FR),True,1,FALSE,0,199,mastercard,iOS 14.6,DIRECT_ACCESS,False,0,151 - 200,False,Delivery > Speed of delivery > 0;Delivery > Timeliness > 0;Delivery > No Arrival > 1;Online Experience > Ease of Use > 1,,True
10626,10626,307112115,"Very good, but delivery is quite expensive.","Tres bien,  mais livraison assez cher.",10,NPS,Customer Effort Score,2021-08-19T05:10:07.000Z,2021-08-19,jeudi,août,False,tablet,Outillage,False,,Chrome 92.0.4515,Outillage à main,French,FR,FP Outillage (FR),False,1,FALSE,"13,99","34,12",mastercard,Android 7.1.1,SHOPBOT,False,11 - 20,1 - 100,False,Delivery > Shipping Fees > -1;Service > General Satisfaction > 1,,True
10670,10670,307115083,good product quality price and delivery quite fast I recommend Mano Mano,bon article qualité prix et livraison assez rapide je recommande Mano Mano,10,NPS,Customer Effort Score,2021-08-19T07:34:33.000Z,2021-08-19,jeudi,août,False,desktop,"Salle de bain, WC",False,,Edge 92.0.902,Douche et baignoire,French,FR,Cholloday FR (FR),False,1,FALSE,0,"28,99",mastercard,Windows 10,DIRECT_ACCESS,False,0,1 - 100,False,Company / Brand > Recommendation > 1;Delivery > Speed of delivery > 1;Product > Quality > 1;Product > Value for Money > 1,,True
10690,10690,307111489,waiting for delivery to be able to really give an opinion,en attente de livraison pour pouvoir vraiment donner une opinion,8,NPS,Customer Effort Score,2021-08-19T08:05:17.000Z,2021-08-19,jeudi,août,False,desktop,Jardin piscine,False,,Chrome 92.0.4515,Outils de jardin motorisés,French,FR,BetterLife (FR),True,1,FALSE,0,"16,99",mastercard,Windows 7,SHOPBOT,False,0,1 - 100,False,Delivery > Speed of delivery > 0,,True
10762,10762,307115313,delivery and billing addresses do not offer to enter the name of a company,les adresses de livraison et facturation ne propose pas de saisir le nom d'une société,8,NPS,Customer Effort Score,2021-08-19T10:01:15.000Z,2021-08-19,jeudi,août,False,desktop,Mobilier d'intérieur,False,,Firefox 91.0,Meuble de chambre,French,FR,WENKO (FR),False,1,FALSE,0,"19,48",visa,Windows 7,SEO-BRAND,False,0,1 - 100,False,Account > Address Management > -1,,True
10768,10768,307115150,"Good site serious in any way. choice, price, delivery. Top.","Bon site sérieux en tout point. choix, prix, livraison. Top.",8,NPS,Customer Effort Score,2021-08-19T10:10:54.000Z,2021-08-19,jeudi,août,False,phone,Electricité,False,,Chrome Mobile 92.0.4515,"Domotique, automatismes et sécurité",French,FR,Volet Habitat (FR),False,2,FALSE,"5,99","18,72",mastercard,Android 11,SHOPBOT,False,1 - 5,1 - 100,False,Online Experience > Quality > 1;Product > Value for Money > 1;Product > Range > 1;Delivery > Quality > 1,,True
10804,10804,307112106,"product categories are difficult to find, everything is mixed and filters not always suitable for some products the description is not complete and the photos of the products are not clear it is difficult to see. Shipping costs are too high we are obliged to pay 2 times the shipping costs for 2 different products","les catégories de produits sont difficiles à trouver, tout est mélangé
et les filtres pas toujours adéquats de plus pour certains produits le descriptif n'est pas complet et les photos des produits ne sont pas nettes on a du mal à voir. Les frais de livraison sont trop élevés on est obligé de payer 2 fois les frais de port pour 2 produits différents",5,NPS,Customer Effort Score,2021-08-19T11:16:16.000Z,2021-08-19,jeudi,août,False,desktop,Mobilier d'intérieur,False,Je n’ai pas trouvé facilement les produits que je cherchais | J’ai trouvé que les frais de port étaient trop chers | J’ai manqué d’informations sur les produits,Chrome 92.0.4515,Décoration,French,FR,Rideau Discount (FR),False,2,FALSE,"11,8","66,26",visa,Windows 10,SHOPBOT,False,11 - 20,1 - 100,False,Delivery > Shipping Fees > -1;Online Experience > Search & Filters > -1;Product > Instructions Detail > -1,Detractor '- Delivery Fees; Detractor - Product Info; Detractor - Finding Products,True
10881,10881,307111484,"well for the order, I now hope for such efficient delivery and product.","bien pour la commande, j'espère maintenant une livraison et un produit aussi performants.",10,NPS,Customer Effort Score,2021-08-19T14:03:15.000Z,2021-08-19,jeudi,août,False,desktop,Outillage,False,,Chrome 92.0.4515,Matériel et aménagement de l'atelier,French,FR,Maxter Accessoires (FR),False,1,FALSE,"6,9","23,85",paypal,Windows 8.1,DIRECT_ACCESS,False,6 - 10,1 - 100,False,Product > Quality > 0;Delivery > Quality > 0,,True
10927,10927,307115076,easy to place the order but I wish delivery on the date indicated Thank you J.D.,facile pour effectuer la commande mais je souhaite la livraison à la date indiquée Merci J.D,8,NPS,Customer Effort Score,2021-08-19T15:16:12.000Z,2021-08-19,jeudi,août,False,desktop,Luminaire,False,,Chrome 92.0.4515,Eclairage d'intérieur,French,FR,Mohoo (FR),False,1,FALSE,0,"33,99",visa,Mac OS X 10.15.7,DIRECT_ACCESS,False,0,1 - 100,False,Delivery > Timeliness > 0;Online Experience > Ease of Use > 1,,True
10955,10955,307114182,"Hello, for the order top I hope it will be the same for the availability and delivery be maximum the 25/08/21 cordially","Bonjour, pour la commande top j’espère que ça sera la même chose pour la disponibilité et la livraison sois maximum le 25/08/21 cordialement",9,NPS,Customer Effort Score,2021-08-19T15:54:17.000Z,2021-08-19,jeudi,août,False,desktop,Jardin piscine,False,,Safari 14.1.1,Piscine,French,FR,Centrocom (FR),False,1,FALSE,0,1299,mastercard,Mac OS X 10.15.6,SHOPBOT,False,0,1001 - 2000,False,Delivery > Speed of delivery > 0;Product > Stock / Availability > 1,,True
10995,10995,307114298,ok no particular problem waiting for delivery to validate the suite,"ok pas de problème particulier
attente de la livraison
pour valider la suite",7,NPS,Customer Effort Score,2021-08-19T16:37:55.000Z,2021-08-19,jeudi,août,False,desktop,Jardin piscine,False,,Opera 78.0.4093,Outils de jardin motorisés,French,FR,GetGoods (FR),False,3,FALSE,"12,83","56,26",mastercard,Windows 10,SHOPBOT,False,11 - 20,1 - 100,False,Delivery > Speed of delivery > 0;Service > General Satisfaction > 1,,True
11015,11015,307112296,"Very easy to buy, we'll see the delivery how it goes.","Muy fácil la compra, veremos la entrega cómo va.",10,NPS,Customer Effort Score,2021-08-19T16:56:30.000Z,2021-08-19,jeudi,août,False,phone,Mobilier d'intérieur,False,,Chrome Mobile 92.0.4515,Meuble enfant,Spanish,ES,Saldosystocks (ES),True,1,FALSE,0,"184,99",mastercard,Android 9,DIRECT_ACCESS,False,0,151 - 200,False,Online Experience > Ease of Use > 1;Delivery > Quality > 0,,True
11019,11019,307109787,"Order passed without problem. I'm waiting for my order between the 23rd and the 25th of August. If I can make a comment, I find the shipping costs a little bit as expensive as the part even in delivery at the relay point. Thank you.","Commande passée sans problème.
j’attends ma commande prévue entre le 23 et le 25 Aout.
Si je peux faire une remarque,je trouve les frais de port un peu élevé presque aussi cher que la pièce même en livraison au point relais.
Merci",10,NPS,Customer Effort Score,2021-08-19T17:00:58.000Z,2021-08-19,jeudi,août,False,desktop,Jardin piscine,False,,Firefox 91.0,Outils de jardin motorisés,French,FR,ADEPEM (FR),False,1,FALSE,"5,6","11,5",paypal,Windows 8.1,SHOPBOT,False,1 - 5,1 - 100,False,Delivery > Shipping Fees > -1;Delivery > Delivery Options > -1,,True
11027,11027,307111271,Too expensive shipping costs. I deleted part of my order.,Trop chers les frais de port. j'ai supprimé une partie de ma commande.,5,NPS,Customer Effort Score,2021-08-19T17:13:15.000Z,2021-08-19,jeudi,août,False,desktop,Outillage,False,J’ai manqué d’options pour me faire livrer,Safari 12.1.2,Accessoire et consommables pour outillage électroportatif,French,FR,Bosch (FR),False,1,FALSE,"4,99","20,97",visa,Mac OS X 10.12.6,AFFILIATION,False,1 - 5,1 - 100,False,Delivery > Shipping Fees > -1;Order > Cancellation > -1,Detractor '- Delivery Options,True
11127,11127,307111156,I'm just waiting for delivery to find out if you're on top!!,j'attends juste la livraison pour savoir si vous êtes au top !!,9,NPS,Customer Effort Score,2021-08-19T21:52:54.000Z,2021-08-19,jeudi,août,False,desktop,Quincaillerie,False,,Chrome 92.0.4515,Pièces détachées,French,FR,Sos_access (FR),True,2,FALSE,"3,95","14,75",visa,Windows 7,SHOPBOT,False,1 - 5,1 - 100,False,Delivery > Speed of delivery > 0;Service > General Satisfaction > 0,,True
11326,11326,307114837,I struggled to enter a separate billing and delivery address but got there in the end!,I struggled to enter a separate billing and delivery address but got there in the end!,4,NPS,Customer Effort Score,2021-08-20T11:57:26.000Z,2021-08-20,vendredi,août,False,tablet,Jardin piscine,False,I had trouble signing up or logging in,Google 171.0.387713930,"Abri, garage et rangement extérieur",English,GB,Shire (GB),True,1,FALSE,0,"467,99",mastercard,iOS 14.7,DIRECT_ACCESS,False,0,401 - 500,False,Account > Address Management > -1;Payments > Invoice / Billing > -1,Detractor '- Signup/Login,True
11390,11390,307113987,Nothing to complain about. Up to now delivery is in good condition and within the prescribed time limits.,"Rien à  redire.
Jusqu'à ce jour livraison  en bon état et dans les délais prévus.",8,NPS,Customer Effort Score,2021-08-20T14:22:55.000Z,2021-08-20,vendredi,août,False,tablet,Mobilier d'intérieur,False,,Chrome 92.0.4515,Meuble de salle à manger ,French,FR,Mobilier Deco (FR),False,2,FALSE,49,"429,99",mastercard,Android 7.1.1,SHOPBOT,False,20 - 50,401 - 500,False,Delivery > Condition on Arrival > 1;Delivery > Timeliness > 1,,True
11393,11393,307111635,"Let's see if the product, deadline and delivery meet expectations.","A ver si el producto, el plazo y la entrega cumplen las expectativas.",10,NPS,Customer Effort Score,2021-08-20T14:29:15.000Z,2021-08-20,vendredi,août,False,phone,"Salle de bain, WC",False,,Chrome Mobile 81.0.4044,Accessoire de salle de bain,Spanish,ES,WENKO (ES),True,1,FALSE,0,"25,99",mastercard,Android 10,SHOPBOT,False,0,1 - 100,False,Delivery > Timeliness > 1;Product > Quality > 1,,True
11428,11428,307115647,Having to pay 2 delivery charges is a pain!,Having to pay 2 delivery charges is a pain!,7,NPS,Customer Effort Score,2021-08-20T15:17:20.000Z,2021-08-20,vendredi,août,False,phone,Jardin piscine,False,,Chrome Mobile WebView 92.0.4515,Matériel d'arrosage et récupérateurs d'eau,English,GB,Top Tools Direct (GB),True,3,FALSE,"8,99","84,47",paypal,Android 11,AFFILIATION,False,6 - 10,1 - 100,False,Delivery > Shipping Fees > -1,,True
11447,11447,307110200,"well detailed description order very easy to pass. Perfect if delivery is as good, it is sure I will order often but I knew the site by my son Grégory","description bien détaillée commande très facile à passer.Parfait si la livraison est aussi bien,c est sûr je commanderai souvent mais je connaissais le site par mon fils Grégory",10,NPS,Customer Effort Score,2021-08-20T15:46:18.000Z,2021-08-20,vendredi,août,False,phone,Jardin piscine,False,,Chrome Mobile 90.0.4430,Outils de jardin motorisés,French,FR,Jardimax (FR),True,1,FALSE,"4,9","17,39",visa,Android 7.0,SHOPBOT,False,1 - 5,1 - 100,False,Company / Brand > Intent to Reuse > 1;Online Experience > Ease of Use > 1;Product > Instructions Detail > 1;Delivery > Quality > 1,,True
11459,11459,307110316,"Buying everything ok and fast, I hope equally on product and delivery","L'acquisto tutto ok e veloce, spero altrettanto su prodotto e consegna",10,NPS,Customer Effort Score,2021-08-20T15:59:53.000Z,2021-08-20,vendredi,août,False,desktop,Electricité,False,,Chrome 93.0.4577,"Domotique, automatismes et sécurité",Italian,IT,Zencocco (IT),False,1,FALSE,6,"33,8",mastercard,Windows 10,DIRECT_ACCESS,False,6 - 10,1 - 100,False,Delivery > Speed of delivery > 0;Product > Quality > 0;Delivery > Quality > 0,,True
11485,11485,307112317,"Little worries about the date and time of delivery by GLS. Certainly a logistics problem to develop, nothing bad.","Des petits soucis sur la date et heure de livraison par GLS .
Certainement un problème de logistique à mettre au point , rien de bien méchant .",10,NPS,Customer Effort Score,2021-08-20T16:21:10.000Z,2021-08-20,vendredi,août,False,tablet,Jardin piscine,False,,Google 171.0.387713930,"Abri, garage et rangement extérieur",French,FR,Deuba (FR),False,1,FALSE,0,"54,99",visa,iOS 14.7,SEM,False,0,1 - 100,False,Delivery > Timeliness > -1,,True
11554,11554,307115553,"A good offer, simple management and free delivery in 10 days.","Una buena oferta, gestión sencilla y entrega gratuïta en 10 dias.",10,NPS,Customer Effort Score,2021-08-20T18:47:57.000Z,2021-08-20,vendredi,août,False,phone,Jardin piscine,False,,Chrome Mobile 92.0.4515,Mobilier de jardin et jeux,Spanish,ES,Habitat&Jardin (ES),True,1,FALSE,0,206,visa,Android 7.1.1,SHOPBOT,False,0,201 - 300,False,Delivery > Shipping Fees > 1;Delivery > Speed of delivery > 1;Delivery > Timeliness > 1;Service > Promotions / Discounts > 1;Online Experience > Ease of Use > 1,,True
11565,11565,307110197,"Practical, clear and fast. I hope the delivery will be just as simple and fast! Thank you.","Pratique, clair et rapide. J’espère que la livraison sera tout autant simple et rapide ! Merci",10,NPS,Customer Effort Score,2021-08-20T19:32:46.000Z,2021-08-20,vendredi,août,False,phone,Jardin piscine,False,,Mobile Safari 14.1.2,Mobilier de jardin et jeux,French,FR,Kontri Ltd (FR),True,1,FALSE,"4,99","85,98",visa,iOS 14.7.1,SHOPBOT,False,1 - 5,1 - 100,False,Delivery > Speed of delivery > 0;Online Experience > Ease of Use > 1,,True
