,Unnamed: 0,id,comment,original_comment,score,data_scale,data_source,created_at,date,day,month,is_mf,device,family,is_b2b,reason,browser,category,language,platform,provider,first_order,nb_articles,csat_presales,shipping_fees,bv_transaction,payment_method,operating_system,last_paid_channel,has_presales_contact,shipping_fees_bucket,bv_transaction_bucket,has_manodvisor_contact,themes,tags,shipment
5162,5162,301207742,super-reactive interlocutor,super interlocuteur très réactif,10,NPS,Customer Effort Score,2021-08-09T11:12:50.000Z,2021-08-09,lundi,août,False,desktop,Jardin piscine,False,,Chrome 92.0.4515,Outils de jardin motorisés,French,FR,EMC Motoculture (FR),False,1,FALSE,"8,9","13,24",visa,Windows 10,SHOPBOT,False,6 - 10,1 - 100,False,Support > Responsiveness > 1,,False
5173,5173,301205115,"Intuitive and simple site, great looking products and online chat support, really at the top.","sito intuitivo e semplice, ottimo cerca prodotti e assistenza chat on line, veramente al top.",10,NPS,Customer Effort Score,2021-08-09T11:29:55.000Z,2021-08-09,lundi,août,False,desktop,Jardin piscine,False,,Chrome 92.0.4515,"Portail, grillage et occultation",Italian,IT,Italfrom (IT),True,5,FALSE,18,"114,29",paypal,Mac OS X 10.15.7,DIRECT_ACCESS,False,11 - 20,101 - 150,False,Service > General Satisfaction > 1;Online Experience > Quality > 1;Online Experience > Ease of Use > 1;Product > Quality > 1;Support > Quality > 1,,False
5178,5178,301207264,we really find everything at mano mano on top,on trouve vraiment tout chez mano mano au top,9,NPS,Customer Effort Score,2021-08-09T11:36:58.000Z,2021-08-09,lundi,août,False,desktop,Outillage,False,,Chrome 92.0.4515,Accessoire et consommables pour outillage électroportatif,French,FR,ADEPEM (FR),True,2,FALSE,"13,89",48,visa,Windows 10,DIRECT_ACCESS,False,11 - 20,1 - 100,False,Service > General Satisfaction > 1;Product > Stock / Availability > 1,,False
5227,5227,301207444,Hopefully the delivery times are kept ;-),En espérant que les délais de livraison soient tenus ;-),10,NPS,Customer Effort Score,2021-08-09T12:41:36.000Z,2021-08-09,lundi,août,False,desktop,Outillage,False,,Chrome 92.0.4515,Outillage électroportatif,French,FR,WilTec (FR),True,2,FALSE,"7,9","114,1",visa,Windows 10,SEM,False,6 - 10,101 - 150,False,Delivery > Timeliness > 1,,True
5229,5229,301205328,"That's effective, thank you.",C'est efficace merci,10,NPS,Customer Effort Score,2021-08-09T12:46:00.000Z,2021-08-09,lundi,août,False,desktop,Outillage,False,,Chrome 92.0.4515,Accessoire et consommables pour outillage électroportatif,French,FR,ADEPEM (FR),False,2,FALSE,"11,85","190,55",mastercard,Windows 10,DIRECT_ACCESS,False,11 - 20,151 - 200,False,Service > Efficiency / Reliability > 1,,False
5232,5232,301207389,"At the time of payment, my iPad's digital keyboard appeared only after two attempts to renew the order.",Lors du paiement le clavier numérique de mon iPad n’est apparu qu’après deux tentatives de renouvellement de la commande.,4,NPS,Customer Effort Score,2021-08-09T12:47:46.000Z,2021-08-09,lundi,août,False,tablet,Jardin piscine,False,J'ai eu des difficultés à payer avec les moyens de paiement proposés,Mobile Safari 12.1.2,Outils de jardin motorisés,French,FR,Bosch (FR),False,2,FALSE,"8,98","57,53",visa,iOS 12.5.4,SHOPBOT,False,6 - 10,1 - 100,False,Online Experience > Error / Bugs > -1;Online Experience > Other > -1;Payments > Success of payment > -1,Detractor '- Difficulty Paying,False
5234,5234,301206163,Very fast and clear.,Velocissimo e chiaro,10,NPS,Customer Effort Score,2021-08-09T12:50:30.000Z,2021-08-09,lundi,août,False,phone,Cuisine,False,,Chrome Mobile 92.0.4515,Meuble de cuisine,Italian,IT,Yeppon (IT),True,1,FALSE,"8,9","58,88",paypal,Android 10,DIRECT_ACCESS,False,6 - 10,1 - 100,False,Delivery > Speed of delivery > 1;Online Experience > Ease of Use > 1;Online Experience > Design / Layout > 1,,False
5253,5253,301205693,"simple, clear and fast","simple, clair et rapide",10,NPS,Customer Effort Score,2021-08-09T13:25:19.000Z,2021-08-09,lundi,août,False,desktop,Outillage,False,,Firefox 90.0,Machines d'atelier,French,FR,DANS MON PANIER (FR),False,2,FALSE,"14,8","342,5",visa,Windows 10,SEM,False,11 - 20,301 - 400,False,Delivery > Speed of delivery > 1;Online Experience > Ease of Use > 1;Online Experience > Design / Layout > 1,,False
5254,5254,301207362,C correct; see time frame and ordered material.,C correct;  voir le délai et matériel commandé.,7,NPS,Customer Effort Score,2021-08-09T13:26:02.000Z,2021-08-09,lundi,août,False,desktop,Outillage,False,,Edge 92.0.902,Matériel et aménagement de l'atelier,French,FR,LSDLP (FR),False,1,FALSE,"6,9","27,08",mastercard,Windows 10,SHOPBOT,False,6 - 10,1 - 100,False,Delivery > Timeliness > 1;Delivery > Order Accuracy > 1,,False
5255,5255,301204745,courteous and helpful,cortesi e disponibili,10,NPS,Customer Effort Score,2021-08-09T13:26:33.000Z,2021-08-09,lundi,août,False,desktop,Construction matériaux,False,,Chrome 92.0.4515,Menuiserie,Italian,IT,Meeth (IT),False,3,good,155,1705,visa,Windows 10,SHOPBOT,True,101 - 500,1001 - 2000,False,Support > Attitude of staff > 1,,False
5260,5260,301206263,All right.,très bien,10,NPS,Customer Effort Score,2021-08-09T13:32:17.000Z,2021-08-09,lundi,août,False,desktop,Animalerie,False,,Chrome 92.0.4515,Animaux de la ferme,French,FR,La boutique de l'éleveur (FR),False,1,FALSE,"9,6","43,97",visa,Windows 10,DIRECT_ACCESS,False,6 - 10,1 - 100,False,Service > General Satisfaction > 1,,False
5264,5264,301204522,"I wanted to order 2 appliques, I count twice a shipping charge so I cancel a applique","je voulais commander 2 appliques ,on me compte 2 fois des frais de port donc j'annule une applique",3,NPS,Customer Effort Score,2021-08-09T13:38:34.000Z,2021-08-09,lundi,août,False,desktop,Luminaire,False,J’ai trouvé que les frais de port étaient trop chers,Chrome 92.0.4515,Eclairage d'extérieur,French,FR,Luminaire (FR),False,1,FALSE,"6,9","26,8",visa,Windows 10,SHOPBOT,False,6 - 10,1 - 100,False,Delivery > Shipping Fees > -1;Order > Cancellation > -1,Detractor '- Delivery Fees,True
5277,5277,301207323,cost of shipping a chere,FRAIS DE PORT UN CHERE,10,NPS,Customer Effort Score,2021-08-09T13:58:42.000Z,2021-08-09,lundi,août,False,desktop,Outillage,False,,Chrome 92.0.4515,Outillage spécialisé,French,FR,BCIE (FR),True,1,FALSE,40,"162,85",mastercard,Windows 10,SEO-SEARCH,False,20 - 50,151 - 200,False,Delivery > Shipping Fees > 1,,True
5280,5280,301207825,"Hello, I wanted to order Japanese carpets (filtering foam), but there must be a problem in the prices: +/- 4 x more expensive than elsewhere? Regardably.","Bonjour,
Je voulais commander des tapis japonais (mousse filtrante), mais il doit y avoir un problème dans les prix : +/- 4 x plus chers qu'ailleurs ?
Cordialement.",8,NPS,Customer Effort Score,2021-08-09T14:02:10.000Z,2021-08-09,lundi,août,False,desktop,Jardin piscine,False,,Chrome 92.0.4515,Bassin et décoration de jardin,French,FR,WilTec (FR),False,2,FALSE,"10,5","38,9",visa,Windows 10,SHOPBOT,False,6 - 10,1 - 100,False,Product > Value for Money > -1,,False
5293,5293,301204449,"classic ease, nothing particular","facilité classique , rien de particulier",7,NPS,Customer Effort Score,2021-08-09T14:13:51.000Z,2021-08-09,lundi,août,False,desktop,Electricité,False,,Firefox 90.0,Alimentation,French,FR,Maxoutil (FR),False,2,FALSE,"6,61","199,58",mastercard,Windows 10,DIRECT_ACCESS,False,6 - 10,151 - 200,False,Online Experience > Ease of Use > 1,,False
5314,5314,301206502,easy to order and free shipping,facile à commande et frais port gratuits,9,NPS,Customer Effort Score,2021-08-09T14:36:52.000Z,2021-08-09,lundi,août,False,desktop,Quincaillerie,False,,Edge 92.0.902,Quincaillerie extérieure,French,FR,Comment Fer (FR),True,2,FALSE,"5,9","501,74",paypal,Windows 10,SEM,False,1 - 5,501 - 600,False,Delivery > Shipping Fees > 1;Online Experience > Ease of Use > 1,,True
5320,5320,301207644,"very clear site, easy order to perform.","site très clair ,commande facile à effectuer.",10,NPS,Customer Effort Score,2021-08-09T14:43:46.000Z,2021-08-09,lundi,août,False,phone,Quincaillerie,False,,Firefox Mobile 90.0,Sécurité et serrurerie,French,FR,Maxoutil (FR),True,1,FALSE,"5,9","18,7",visa,Android 9,DIRECT_ACCESS,False,1 - 5,1 - 100,False,Online Experience > Ease of Use > 1;Online Experience > Design / Layout > 1,,False
5326,5326,301204580,Always this password problem.,Toujours ce problème de mot de passe .,7,NPS,Customer Effort Score,2021-08-09T14:50:55.000Z,2021-08-09,lundi,août,False,phone,Revêtement sol et mur,False,,Chrome Mobile 92.0.4515,Outils de pose et mise en œuvre,French,FR,Outillage de Saint Etienne (FR),False,1,FALSE,"5,99","55,38",mastercard,Android 8.0.0,SEM,False,1 - 5,1 - 100,False,Account > Account Management > 0,,False
5327,5327,301205245,Nothing to say since I made an order for a tv cabinet and I was satisfied with the service and I hope it will still be.,Rien a dire puisque j’ai fait une commande d un meuble tv et j’ai été satisfaite du service et j’espère ça le sera encore,10,NPS,Customer Effort Score,2021-08-09T14:52:09.000Z,2021-08-09,lundi,août,False,phone,Mobilier d'intérieur,False,,Mobile Safari 14.1.1,Meuble de chambre,French,FR,Azura Home Design (FR),False,1,FALSE,"8,4","508,04",visa,iOS 14.6,SEM,False,6 - 10,501 - 600,False,Service > General Satisfaction > 1,,False
5354,5354,301206186,Thank you to the team.,Merci a l'équipe,10,NPS,Customer Effort Score,2021-08-09T15:17:23.000Z,2021-08-09,lundi,août,False,desktop,Jardin piscine,False,,Chrome 92.0.4515,Outils de jardin motorisés,French,FR,Webmotoculture (FR),False,1,FALSE,"5,9","18,99",mastercard,Windows 10,SHOPBOT,False,1 - 5,1 - 100,False,Service > General Satisfaction > 1,,False
5355,5355,301204762,r.a.s,r.a.s,10,NPS,Customer Effort Score,2021-08-09T15:18:23.000Z,2021-08-09,lundi,août,False,desktop,Electricité,False,,Chrome 92.0.4515,Alimentation,English,FR,motodox (FR),True,1,FALSE,"8,9","34,89",visa,Windows 7,DIRECT_ACCESS,False,6 - 10,1 - 100,False,Other > Miscellaneous > 0,,False
5359,5359,301206940,"Very easy, since each page contains so many different types of deck chairs and so you don't have to go in and out of a page all the time.","Molto facile, poiché ogni pagina contiene tanti tipi diversi di sdraio e quindi non devi continuamente entrare e uscire da una pagina.",10,NPS,Customer Effort Score,2021-08-09T15:22:29.000Z,2021-08-09,lundi,août,False,desktop,Jardin piscine,False,,Chrome 92.0.4515,Mobilier de jardin et jeux,Italian,IT,Ferramenta Bianco (IT),False,1,FALSE,"5,9","53,31",mastercard,Windows 10,SHOPBOT,False,1 - 5,1 - 100,False,Online Experience > Ease of Use > 1;Product > Range > 1,,False
5365,5365,301207500,Article descriptions are always clear,Les descriptions d articles sont toujours claires,10,NPS,Customer Effort Score,2021-08-09T15:26:17.000Z,2021-08-09,lundi,août,False,phone,Outillage,False,,Mobile Safari 14.1.1,Matériel et aménagement de l'atelier,French,FR,Remorques Discount  (FR),False,1,FALSE,"5,7","69,33",visa,iOS 14.6,SHOPBOT,False,1 - 5,1 - 100,False,Product > Instructions Detail > 1,,False
5385,5385,301204764,Nothing to say very professional.,rien a redire tres professionnelle,10,NPS,Customer Effort Score,2021-08-09T15:45:26.000Z,2021-08-09,lundi,août,False,desktop,Jardin piscine,False,,Chrome 92.0.4515,Outils de jardin motorisés,French,FR,Jardiaffaires (FR),False,1,good,"6,76","20,84",visa,Windows 10,SHOPBOT,True,6 - 10,1 - 100,False,Support > Professionalism > 1,,False
5403,5403,301204766,"practical, readable, effective","pratique, lisible, efficace",10,NPS,Customer Effort Score,2021-08-09T15:56:20.000Z,2021-08-09,lundi,août,False,desktop,Outillage,False,,Safari 13.1.2,Outillage à main,French,FR,Outillage online (FR),True,3,FALSE,"15,18","294,06",mastercard,Mac OS X 10.13.6,DIRECT_ACCESS,False,11 - 20,201 - 300,False,Service > Efficiency / Reliability > 1;Service > Convenience > 1;Online Experience > Design / Layout > 1,,False
5429,5429,301207155,The google search engine allows me to find the room I need from you. I did not try to search directly on the manomano site,le moteur de recherche google permet de trouver la pièce qu'il me faut chez vous. je n'ai pas essayé de chercher directement sur le site manomano,10,NPS,Customer Effort Score,2021-08-09T16:20:33.000Z,2021-08-09,lundi,août,False,desktop,Quincaillerie,False,,Chrome 92.0.4515,Pièces détachées,French,FR,Sos_access (FR),False,1,FALSE,"3,95","13,85",visa,Windows 10,SHOPBOT,False,1 - 5,1 - 100,False,Online Experience > Search & Filters > 1,,False
5435,5435,301206618,Very easy,Très facile,9,NPS,Customer Effort Score,2021-08-09T16:24:05.000Z,2021-08-09,lundi,août,False,phone,Quincaillerie,False,,Mobile Safari 14.1.2,Pièces détachées,French,FR,DOMO ONLINE (FR),True,1,FALSE,9,"135,22",visa,iOS 14.7.1,SHOPBOT,False,6 - 10,101 - 150,False,Online Experience > Ease of Use > 1,,False
5444,5444,301207084,Great I'm used to ordering and never disappointed,Super je suis habitué à commander et jamais déçu,10,NPS,Customer Effort Score,2021-08-09T16:31:41.000Z,2021-08-09,lundi,août,False,phone,Jardin piscine,False,,Chrome Mobile 92.0.4515,Mobilier de jardin et jeux,French,FR,ID Market (FR),False,1,FALSE,"51,99","241,98",mastercard,Android 11,SHOPBOT,False,51 - 100,201 - 300,False,Order > Quality > 1,,False
5452,5452,301206691,Sorry plus the temp,désolé plus le temp,9,NPS,Customer Effort Score,2021-08-09T16:38:30.000Z,2021-08-09,lundi,août,False,desktop,Outillage,False,,Safari 14.1.2,Outillage spécialisé,French,FR,Monoutillage (FR),False,2,FALSE,"3,4",98,mastercard,Mac OS X 10.15.7,DIRECT_ACCESS,False,1 - 5,1 - 100,False,Other > Miscellaneous > 0,,False
5459,5459,301204848,Terms of order and payment very accessible.,Modalités de commande et de paiement très accessibles.,10,NPS,Customer Effort Score,2021-08-09T16:44:52.000Z,2021-08-09,lundi,août,False,desktop,Outillage,False,,Chrome 92.0.4515,Machines d'atelier,French,FR,FIXTOUT (FR),False,1,FALSE,"9,84","52,98",mastercard,Windows 10,DIRECT_ACCESS,False,6 - 10,1 - 100,False,Online Experience > Ease of Use > 1;Payments > Payment Security > 1,,False
5484,5484,301206751,"Uncertainty about the OEM code, with the current HS commodo being a valeo 251382; The OEM dacia seems to be the same","Incertitude sur le code OEM, le commodo actuel HS étant un valéo 251382; L'OEM dacia a l'air d'être le même",5,NPS,Customer Effort Score,2021-08-09T17:28:17.000Z,2021-08-09,lundi,août,False,desktop,Outillage,False,J’ai manqué d’informations sur les produits,Firefox 90.0,Matériel et aménagement de l'atelier,French,FR,Univers-mécanique (FR),False,1,FALSE,"2,99","26,71",mastercard,Windows 7,SHOPBOT,False,1 - 5,1 - 100,False,Order > Promotional Code > -1,Detractor '- Product Info,False
5487,5487,301206503,Fast and we s and when the material needs to be delivered,Rapide et on s et quand le matériel doit être livré,8,NPS,Customer Effort Score,2021-08-09T17:31:07.000Z,2021-08-09,lundi,août,False,phone,Jardin piscine,False,,Chrome Mobile 92.0.4515,Outil et matériel de jardinage manuel,French,FR,Coremplus (FR),False,1,FALSE,"8,5","22,95",visa,Android 10,SHOPBOT,False,6 - 10,1 - 100,False,Delivery > Speed of delivery > 1,,False
5506,5506,301207025,Very good Ras,Ras très bon,10,NPS,Customer Effort Score,2021-08-09T17:49:31.000Z,2021-08-09,lundi,août,False,phone,Mobilier d'intérieur,False,,Mobile Safari 14.1.1,Meuble de salon,French,FR,Selsey (FR),True,1,FALSE,"24,99","124,98",visa,iOS 14.6,SHOPBOT,False,20 - 50,101 - 150,False,Service > General Satisfaction > 1,,False
5517,5517,301206393,All right.,Très bien,8,NPS,Customer Effort Score,2021-08-09T18:02:34.000Z,2021-08-09,lundi,août,False,phone,Jardin piscine,False,,Mobile Safari 14.1.2,"Portail, grillage et occultation",French,FR,WilTec (FR),True,1,FALSE,"10,5","29,45",visa,iOS 14.7.1,SHOPBOT,False,6 - 10,1 - 100,False,Service > General Satisfaction > 1,,False
5518,5518,301204506,Site that does not bug unlike Habitat and Garden,Site qui ne bug pas contrairement à Habitat et Jardin,8,NPS,Customer Effort Score,2021-08-09T18:08:08.000Z,2021-08-09,lundi,août,False,desktop,Mobilier d'intérieur,False,,Chrome 92.0.4515,Meuble de salon,French,FR,Habitat&Jardin (FR),True,1,FALSE,45,544,paypal,Windows 10,SHOPBOT,False,20 - 50,501 - 600,False,Online Experience > Quality > 1;Online Experience > Other > 1,,False
5525,5525,301206569,"So far, everything's OK.",Per adesso tutto OK,9,NPS,Customer Effort Score,2021-08-09T18:15:48.000Z,2021-08-09,lundi,août,False,desktop,Jardin piscine,False,,Chrome 92.0.4515,Matériel d'arrosage et récupérateurs d'eau,Italian,IT,Azeria (IT),True,1,FALSE,"6,9","53,94",mastercard,Windows 10,DIRECT_ACCESS,False,6 - 10,1 - 100,False,Service > General Satisfaction > 1,,False
5557,5557,301207529,All right. Some very expensive shipping expenses and very late delivery dates.,Todo ok. Algunos gastos de envio muy caros y fechas de entrega muy tardías.,8,NPS,Customer Effort Score,2021-08-09T19:05:30.000Z,2021-08-09,lundi,août,False,phone,Outillage,False,,Chrome Mobile 92.0.4515,Matériel et aménagement de l'atelier,Spanish,ES,Arebos (ES),True,2,FALSE,"4,95","43,05",paypal,Android 11,DIRECT_ACCESS,False,1 - 5,1 - 100,False,Delivery > Shipping Fees > -1;Delivery > Timeliness > -1;Service > General Satisfaction > 1,,True
5558,5558,301206871,It is not you who will run all over the city and in addition pay!,Ce n'est pas vous qui allez courir aux quatre coins de la ville et en plus payant!,5,NPS,Customer Effort Score,2021-08-09T19:07:15.000Z,2021-08-09,lundi,août,True,tablet,Electricité,False,J’ai trouvé que les frais de port étaient trop chers | J’ai manqué d’options pour me faire livrer,Chrome 92.0.4515,Interrupteurs et prises,French,FR,Alliancelec (FR),True,12,FALSE,"34,07","424,22",paypal,Android 6.0.1,SEM,False,20 - 50,401 - 500,False,Payments > Success of payment > -1,Detractor '- Delivery Fees; Detractor - Delivery Options,False
5560,5560,301207484,Quick and simple,Vite et simple,10,NPS,Customer Effort Score,2021-08-09T19:08:59.000Z,2021-08-09,lundi,août,False,tablet,Quincaillerie,False,,Chrome 92.0.4515,Pièces détachées,French,FR,Sos_access (FR),False,1,FALSE,"3,95","33,85",paypal,Android 8.0.0,SHOPBOT,False,1 - 5,1 - 100,False,Delivery > Speed of delivery > 1;Online Experience > Ease of Use > 1,,False
5561,5561,301206178,Very good site,Très bon site,10,NPS,Customer Effort Score,2021-08-09T19:09:40.000Z,2021-08-09,lundi,août,False,phone,Electricité,False,,Google 171.0.387713930,Tableau électrique,French,FR,Univers-mécanique (FR),False,1,FALSE,"2,99","18,79",visa,iOS 14.7,SHOPBOT,False,1 - 5,1 - 100,False,Online Experience > Quality > 1,,False
5565,5565,301206917,Easy and fast,Facile et rapide,10,NPS,Customer Effort Score,2021-08-09T19:16:00.000Z,2021-08-09,lundi,août,False,phone,Plomberie chauffage,False,,Mobile Safari 14.1.2,"Plomberie, tube, raccord",French,FR,Espinosa (FR),False,1,FALSE,"6,5","39,26",visa,iOS 14.7.1,DIRECT_ACCESS,False,6 - 10,1 - 100,False,Delivery > Speed of delivery > 1;Online Experience > Ease of Use > 1,,False
